,cs_L3_2,dcs_L2,dcs_L3,dcs_L3_2,dr_2,dunem_L3_2,edcs_L1,edcs_L2,edcs_L2_2,spr,spr_2,spr_L3,spr_L3_2,syc_L3_2,tr10_2,y
1997-04-23,0.07091296830279892,0.0,0.0,0.0,0.08756439144099007,0.0,-0.04671492444198804,-0.04654760681091765,9.362776078234443e-05,0.8107832226321338,0.2631494764313467,0.3175408539337661,0.040397459264099614,0.07480622372841352,4.3775854707586745,0
1997-04-24,0.07091296830279892,0.5671127040492951,0.0,0.0,0.08741898561399904,0.0,-0.04688313928913485,-0.04671491793371645,9.43020433073305e-05,0.45709630854492916,0.08363892294079647,0.02505736014169056,0.00025155066223650805,0.07128642975479775,4.4285612912560905,1
1997-04-25,0.07950104404881284,-0.28355635202463497,0.56706701156746,0.01101092641184781,0.08727370061481764,0.0,-0.04705226435739653,-0.04688313275742775,9.498240678340005e-05,0.25711627965105405,0.026463796875915536,0.8516733263319802,0.29060355744252736,0.07128642975479775,4.44135135330926,0
1997-04-26,0.07514566277762025,-0.2835563520246602,-0.2835335057837174,0.002752731602961708,0.0871285364434459,0.0,-0.04722230622560178,-0.047052257802127115,9.566891713838254e-05,0.25711627965105405,0.026463796875915536,0.8104273024555356,0.2631376319494046,0.07480622372841352,4.44135135330926,0
1997-04-27,0.07091296830279892,0.28355635202463497,-0.2835335057837426,0.002752731602962197,0.08698349309988378,0.0,-0.04739327153217823,-0.04722229964664232,9.636164113488125e-05,0.1109014537478237,0.004923426759958642,0.4568956509655438,0.08363515831346048,0.07128642975479775,4.44135135330926,0
1997-04-28,0.07514566277761987,0.0,0.2835335057837174,0.002752731602961708,0.08683857058413126,0.0,-0.04756516697578747,-0.047393264929400075,9.706064638322931e-05,0.23290757177653842,0.021715019252718706,0.25700340993556764,0.026462605727947217,0.06785145009379924,4.415789671974449,1
1997-04-29,0.07514566277761987,0.0,0.0,0.0,0.0866937688961885,0.0,-0.04773799931587404,-0.04756516034906103,9.776600135375851e-05,1.1472619007651303,0.5268878045121009,0.25700340993556764,0.026462605727947217,0.06785145009379924,4.226428515332906,0
1997-04-30,0.07514566277761987,-0.28355635202463497,0.0,0.0,0.08654908803605527,0.0,-0.04791177537337983,-0.047737992665068785,9.847777538888011e-05,1.4792005986711527,0.8758851261222607,0.11085276987783098,0.0049232051542000355,0.06785145009379924,4.164230268362017,0
1997-05-01,0.07091296830279892,0.2835563520246602,-0.2835335057837174,0.002752731602961708,0.08640452800373173,0.0,-0.048086502031623894,-0.04791176869836429,9.919603871601164e-05,2.153014305308209,1.8556105559884863,0.23280532927599848,0.021714041849469044,0.07128642975479775,4.127132633437795,0
1997-05-02,0.07514566277762025,0.0,0.2835335057837426,0.002752731602962197,0.0862600887992178,0.0,-0.04826218623650083,-0.04808649533226563,9.992086246136931e-05,2.6636811568518732,2.840255964495651,1.1467582721170202,0.5268640890437266,0.0784108320146465,4.114803640672772,0
1997-05-03,0.07514566277762025,-2.5184863263717808e-14,0.0,0.0,0.08611577042251352,0.0,-0.0484388349976913,-0.04826217951266644,0.00010065231866111454,2.6636811568518732,2.840255964495651,1.4785512545263715,0.8758457021199773,0.0784108320146465,4.114803640672772,0
1997-05-04,0.07514566277761987,-0.5671127040492699,-2.5182834109902382e-14,2.1715223441429525e-29,0.08597157287361892,4.233625597884291,-0.048616455389045694,-0.0484388282492464,0.00010139048027687371,2.4286465070993852,2.3611393443736794,2.1520691682970168,1.8555270340829138,0.07480622372841383,4.114803640672772,1
1997-05-05,0.06680296062434958,0.0,-0.5670670115674348,0.011010926411846832,0.08582749615253389,0.0,-0.048795054549384514,-0.048616448615854915,0.00010213542120801501,2.612078474133115,2.7312750910522534,2.6625118456953474,2.8401281232362323,0.07480622372841352,4.102493090679275,1
1997-05-06,0.06680296062434958,0.0,0.0,0.0,0.08568354025925848,0.0,-0.04897463968325906,-0.04879504775131149,0.00010288721630584091,2.194493331970641,1.9277980414248348,2.6625118456953474,2.8401281232362323,0.07480622372841352,4.102493090679275,0
1997-05-07,0.06680296062434958,0.28355635202463497,0.0,0.0,0.08553970519379284,0.0,-0.04915521806156,-0.04897463286016644,0.00010364594138781137,1.844098999690687,1.361323896393259,2.4275803721947993,2.361033068379114,0.07480622372841352,4.213951980395676,1
1997-05-08,0.07091296830279892,0.28355635202463497,0.2835335057837174,0.002752731602961708,0.08539599095613674,0.0,-0.04933679702232437,-0.0491552112133094,0.00010441167325131925,1.835484975740627,1.3486357612032507,2.610931815685024,2.731152155073305,0.06450128474541769,4.164230268362017,0
1997-05-09,0.07514566277761987,-0.850669056073905,0.2835335057837174,0.002752731602961708,0.08525239754629027,0.0,-0.04951938397162193,-0.04933679014877639,0.00010518448968849811,1.989350527840068,1.5842205063409538,2.1935299863654834,1.927711270326525,0.061235933709653675,4.102493090679275,0
1997-05-10,0.06281563974227188,0.5671127040492699,-0.8506005173511522,0.02477458442665537,0.08510892496425347,0.0,-0.04970298638399175,-0.049519377072636137,0.00010596446950157784,1.989350527840068,1.5842205063409538,1.843289471294794,1.361262622563165,0.06785145009379895,4.102493090679275,0
1997-05-11,0.07091296830279892,-0.28355635202463497,0.5670670115674348,0.011010926411846832,0.08496557321002629,0.0,-0.04988761180346753,-0.04970297945942668,0.00010675169251652654,2.209790777306222,1.9547684322595225,1.8346792287561398,1.348575058472101,0.06450128474541769,4.102493090679275,0
1997-05-12,0.06680296062434958,0.0,-0.2835335057837174,0.002752731602961708,0.08482234228360877,0.0,-0.05007326784426546,-0.04988760485318064,0.00010754623959940918,2.123364311579898,1.8048538115230814,1.9884772364701682,1.5841491998294073,0.0784108320146465,4.077927319006859,0
1997-05-13,0.06680296062434958,0.0,0.0,0.0,0.08467923218500091,0.0,-0.05025996219158469,-0.05007326086811319,0.0001083481926715239,2.005984491439998,1.610824200855179,1.9884772364701682,1.5841491998294073,0.0784108320146465,4.151845947282418,0
1997-05-14,0.06680296062434958,0.0,0.0,0.0,0.08453624291420263,0.0,-0.05044770260234151,-0.05025995518942236,0.00010915763472523522,2.1940357027049484,1.9269940974778754,2.2088207163802567,1.9546804472112114,0.0784108320146465,4.114803640672772,1
1997-05-15,0.06680296062434958,0.0,0.0,0.0,0.08439337447121406,0.0,-0.0506364969061351,-0.05044769557402339,0.00010997464983974111,2.6077708283927645,2.722274087181354,2.1224321904164802,1.8047725742024963,0.07480622372841352,4.102493090679275,0
1997-05-16,0.06680296062434958,-0.5671127040492699,0.0,0.0,0.08425062685603509,0.0,-0.05082635300579662,-0.05063648985151437,0.00011079932319807207,2.194331162412325,1.9275131295493586,2.0051038980402867,1.6107516968988054,0.07128642975479775,4.139480068974343,0
1997-05-17,0.058951005656565775,0.28355635202463497,-0.5670670115674348,0.011010926411846832,0.08410800006866577,0.0,-0.05101727887852024,-0.05082634592472535,0.00011163174110250466,2.194331162412325,1.9275131295493586,2.193072557991329,1.9269073625654614,0.07480622372841352,4.139480068974343,0
1997-05-18,0.06281563974227188,-2.5184863263717808e-14,0.2835335057837174,0.002752731602961708,0.08396549410910606,0.0,-0.05120928257647178,-0.05101727177084939,0.00011247199099274858,1.9166255182468017,1.4705084884645825,2.6066260609285887,2.722151556341832,0.07480622372841352,4.139480068974343,1
1997-05-19,0.06281563974227153,0.0,-2.5182834109902382e-14,2.1715223441429525e-29,0.08382310897735597,0.0,-0.051402372227754414,-0.051209275442051186,0.00011332016146208901,1.2884948745314513,0.6645970270583945,2.1933678879968714,1.9274263712750666,0.07480622372841352,4.151845947282418,0
1997-05-20,0.06281563974227153,0.0,0.0,0.0,0.08368084467341558,0.0,-0.05159655603722231,-0.05140236506643279,0.00011417634227533523,1.3125797704685422,0.6896748939808909,2.1933678879968714,1.9274263712750666,0.07480622372841352,4.139480068974343,0
1997-05-21,0.06281563974227153,2.5184863263717808e-14,0.0,0.0,0.0835387011972848,0.0,-0.0517918422873273,-0.05159654884884721,0.00011504062438634953,1.3335330209131755,0.7118697718555936,1.9157841519310161,1.4704423001845468,0.07480622372841352,4.189054238835796,1
1997-05-22,0.06281563974227188,-0.2835563520246602,2.5182834109902382e-14,2.1715223441429525e-29,0.08339667854896364,0.0,-0.05198823933915078,-0.051791835071745125,0.00011591309995597102,0.7280859266433873,0.21220630172608332,1.2879292469870134,0.6645671132330185,0.0784108320146465,4.213951980395676,1
1997-05-23,0.058951005656565435,0.0,-0.2835335057837426,0.002752731602962197,0.08325477672845218,0.0,-0.052185755633085064,-0.051988232096206795,0.00011679386237102532,1.092932862691288,0.47816740992854007,1.3120035700605126,0.6896438513889068,0.08587449152496458,4.189054238835796,0
1997-05-24,0.058951005656565435,2.5184863263717808e-14,0.0,0.0,0.0831129957357503,0.0,-0.05238439968983879,-0.052185748362623324,0.00011768300626202984,1.092932862691288,0.47816740992854007,1.332947622381171,0.7118377302616973,0.1018195822970074,4.189054238835796,0
1997-05-25,0.058951005656565775,0.2835563520246098,2.5182834109902382e-14,2.1715223441429525e-29,0.08297133557085809,0.0,-0.05258418011148206,-0.05238439239170218,0.0001185806275226105,0.5259562083932944,0.11073685251651474,0.727766309186642,0.21219675022044143,0.1018195822970074,4.189054238835796,0
1997-05-26,0.06281563974227153,0.0,0.28353350578369224,0.0027527316029612187,0.08282979623377551,0.0,-0.052785105582107916,-0.05258417278551226,0.00011948682332938038,0.6072958475344851,0.14763646120073107,1.0924530835756865,0.4781458873880851,0.1018195822970074,4.189054238835796,0
1997-05-27,0.06281563974227153,0.0,0.0,0.0,0.08268837772450255,0.0,-0.052987184868996555,-0.0527850982281454,0.0001204016921603579,1.0903403324555547,0.47590159248200126,1.0924530835756865,0.4781458873880851,0.1018195822970074,4.251436913521943,1
1997-05-28,0.06281563974227153,0.0,0.0,0.0,0.08254708004303926,0.0,-0.053190426823521514,-0.05298717748688058,0.00012132533381594065,0.8570970993469318,0.29407157951546425,0.5257253224778626,0.11073186819859877,0.1018195822970074,4.2639687767737495,1
1997-05-29,0.06281563974227153,-0.28355635202463497,0.0,0.0,0.0824059031893856,0.0,-0.05339484038202286,-0.05319041941309009,0.00012225784943900394,0.610437908378833,0.14916811262539864,0.607029254887686,0.14762981601403946,0.1018195822970074,4.201493888229973,1
1997-05-30,0.058951005656565435,2.5184863263717808e-14,-0.2835335057837174,0.002752731602961708,0.08226484716354156,0.0,-0.05360043456693164,-0.053394832943112765,0.00012319934153513378,0.7432797886084065,0.2211554522373559,1.089861691417054,0.47588017192705734,0.1018195822970074,4.102493090679275,0
