Date,Open
2014-01-31,128.37
2014-01-30,127.91
2014-01-29,126.71
2014-01-28,128.3
2014-01-27,128.73
2014-01-24,131.61
2014-01-23,135.71
2014-01-22,138.92
2014-01-21,138.77
2014-01-17,139.62
2014-01-16,136.35
2014-01-15,132.69
2014-01-14,133.43
2014-01-13,130.59
2014-01-10,126.15
2014-01-09,130.87
2014-01-08,129.46
2014-01-07,129.1
2014-01-06,131.99
2014-01-03,134.46
2014-01-02,121.77
2013-12-31,133.63
2013-12-30,134.36
2013-12-27,136.72
2013-12-26,136.65
2013-12-24,137.88
2013-12-23,138.11
2013-12-20,143.2
2013-12-19,137.86
2013-12-18,135.58
2013-12-17,128.75
2013-12-16,128.21
2013-12-13,126.22
2013-12-12,125.09
2013-12-11,126.74
2013-12-10,126.68
2013-12-09,126.09
2013-12-06,128.01
2013-12-05,128.01
2013-12-04,131.63
2013-12-03,132.38
2013-12-02,131.64
2013-11-29,130.82
2013-11-27,133.82
2013-11-26,133.64
2013-11-25,134.23
2013-11-22,133.76
2013-11-21,124.63
2013-11-20,133.25
2013-11-19,133.62
2013-11-18,137.06
2013-11-15,133.46
2013-11-14,133.03
2013-11-13,131.01
2013-11-12,129.66
2013-11-11,125.55
2013-11-08,126.37
2013-11-07,123.83
2013-11-06,118.69
2013-11-05,122.98
2013-11-04,125.57
2013-11-01,129.84
2013-10-31,132.33
2013-10-30,127.95
2013-10-29,127.58
2013-10-28,133.27
2013-10-25,135.06
2013-10-24,135.42
2013-10-23,134.47
2013-10-22,129.17
2013-10-21,130.67
2013-10-18,131.35
2013-10-17,126.68
2013-10-16,125.24
